ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
78.38.80.242,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,"Iran, Islamic Republic of",Amozesh aali Roozbehan,Iran Telecommunication Company PJS,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '78.38.80.242'],IPv4-Addr,,,,
165.124.184.128,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Northwestern University,Northwestern University,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '165.124.184.128'],IPv4-Addr,hamsa.cs.northwestern.edu,hamsa.cs.northwestern.edu,,
144.126.130.139,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Contabo Inc.,"Nubes, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '144.126.130.139'],IPv4-Addr,vmi1811012.contaboserver.net,vmi1811012.contaboserver.net,,
149.248.52.171,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Canada,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '149.248.52.171'],IPv4-Addr,149.248.52.171.vultrusercontent.com,149.248.52.171.vultrusercontent.com,,
98.142.95.254,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"TierPoint, LLC","TierPoint, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '98.142.95.254'],IPv4-Addr,,,,
203.171.25.30,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Viet Nam,CMC Telecom Infrastructure Company,CMC Telecom Infrastructure Company,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '203.171.25.30'],IPv4-Addr,static.cmcti.vn,static.cmcti.vn,,
109.248.6.246,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Russian Federation,Delta Ltd,Delta Ltd,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '109.248.6.246'],IPv4-Addr,,,,
194.5.212.154,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,M247 LTD Frankfurt Infrastructure,M247 Europe SRL,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '194.5.212.154'],IPv4-Addr,,,,
138.197.18.115,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '138.197.18.115'],IPv4-Addr,49thsecuritydivision.com,49thsecuritydivision.com,,
45.79.198.18,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Linode,Akamai Connected Cloud,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.79.198.18'],IPv4-Addr,mail.conmection.com,mail.conmection.com,,
177.125.40.217,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Brazil,BRASILNETS COM. ATAC. DE EQ. INFORMATICA LTDA ME,BRASILNETS COM. ATAC. DE EQ. INFORMATICA LTDA ME,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '177.125.40.217'],IPv4-Addr,177-125-40-217.redesiminternet.com.br,177-125-40-217.redesiminternet.com.br,,
82.208.21.255,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '82.208.21.255'],IPv4-Addr,vmi1085393.contaboserver.net,vmi1085393.contaboserver.net,,
188.214.128.130,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Lithuania,UAB Cherry Servers,UAB Cherry Servers,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '188.214.128.130'],IPv4-Addr,,,,
45.227.254.120,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Lithuania,XWIN UNIVERSAL LTD,Flyservers S.A.,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.227.254.120'],IPv4-Addr,,,,
37.114.50.20,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,DATALIX,Florian Kolb,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '37.114.50.20'],IPv4-Addr,20.50.114.37.in-addr.arpa,20.50.114.37.in-addr.arpa,,
5.180.155.29,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Turkey,MB Serverita,TAYNET TEKNOLOJI TICARET LIMITED SIRKETI,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '5.180.155.29'],IPv4-Addr,SunucumFix.com,SunucumFix.com,,
82.115.223.177,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Netherlands,PSB HOSTING LTD,PSB HOSTING LTD,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '82.115.223.177'],IPv4-Addr,,,,
185.205.246.134,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.205.246.134'],IPv4-Addr,vmi2389520.contaboserver.net,vmi2389520.contaboserver.net,,
49.247.42.245,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,"Korea, Republic of",SMILESERV,SMILESERV,2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '49.247.42.245'],IPv4-Addr,,,,
209.10.188.204,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"Quality Technology Services, LLC","Quality Technology Services, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '209.10.188.204'],IPv4-Addr,,,,
147.182.187.72,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-25,2025-01-26,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '147.182.187.72'],IPv4-Addr,,,,
