ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
103.53.170.120,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Viet Nam,KDATA Company Limited,Adsota Corporation,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.53.170.120'],IPv4-Addr,,,,
112.213.116.21,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Hong Kong,MEGA-II IDC,CTG Server Limited,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '112.213.116.21'],IPv4-Addr,,,,
143.198.208.174,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '143.198.208.174'],IPv4-Addr,,,,
185.216.119.142,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Hong Kong,HongKong Cloud Plus Technology Limited,Overcasts Limited,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.216.119.142'],IPv4-Addr,,,,
109.228.59.27,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United Kingdom,UK Next Generation Cloud Server (NGCS),IONOS SE,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '109.228.59.27'],IPv4-Addr,,,,
103.86.177.103,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,India,MilesWeb Internet Services Pvt Ltd,MilesWeb Internet Services Pvt Ltd,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.86.177.103'],IPv4-Addr,server.northeastwebsolution.com,server.northeastwebsolution.com,,
209.250.139.53,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Canada,Ontario Electrical Construction Company Ltd,Pathway Communications,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '209.250.139.53'],IPv4-Addr,209.250.139.53.tor.pathcom.com,209.250.139.53.tor.pathcom.com,,
107.152.47.123,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Cloudfanatic,"tzulo, inc.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '107.152.47.123'],IPv4-Addr,,,,
88.119.167.205,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Lithuania,"Informacines sistemos ir technologijos, UAB","Informacines sistemos ir technologijos, UAB",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '88.119.167.205'],IPv4-Addr,25558-42453.bacloud.info,25558-42453.bacloud.info,,
37.143.15.49,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Russian Federation,IHC.RU network in Eserver,EuroByte LLC,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '37.143.15.49'],IPv4-Addr,hosted-by.IHC.ru,hosted-by.IHC.ru,,
