ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
194.15.216.113,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Poland,OperaVPS,Artnet Sp. z o.o.,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '194.15.216.113'],IPv4-Addr,d216113.artnet.gda.pl,d216113.artnet.gda.pl,,
193.233.48.167,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Russian Federation,GLOBAL INTERNET SOLUTIONS LLC,GLOBAL INTERNET SOLUTIONS LLC,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '193.233.48.167'],IPv4-Addr,43438.ip-ptr.tech,43438.ip-ptr.tech,,
185.245.43.134,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Russian Federation,DELTA LTD,Delta Ltd,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.245.43.134'],IPv4-Addr,,,,
76.74.127.191,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,United States,E Street Communications,E Street,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '76.74.127.191'],IPv4-Addr,76-74-127-191.estreet.net,76-74-127-191.estreet.net,,
185.106.123.104,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Netherlands,HostSailor NL Services,Host Sailor Ltd,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.106.123.104'],IPv4-Addr,,,,
24.199.76.180,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '24.199.76.180'],IPv4-Addr,,,,
18.218.8.239,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '18.218.8.239'],IPv4-Addr,ec2-18-218-8-239.us-east-2.compute.amazonaws.com,ec2-18-218-8-239.us-east-2.compute.amazonaws.com,,
81.70.253.23,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '81.70.253.23'],IPv4-Addr,,,,
159.223.207.140,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '159.223.207.140'],IPv4-Addr,,,,
54.206.68.125,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Australia,"Amazon.com, Inc.","Amazon.com, Inc.",2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '54.206.68.125'],IPv4-Addr,ec2-54-206-68-125.ap-southeast-2.compute.amazonaws.com,ec2-54-206-68-125.ap-southeast-2.compute.amazonaws.com,,
193.3.23.122,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Russian Federation,iNet Ltd,FOP Hornostay Mykhaylo Ivanovych,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '193.3.23.122'],IPv4-Addr,622913.msk-kvm.ru,622913.msk-kvm.ru,,
190.14.37.116,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Panama,Offshore Racks S.A,Offshore Racks S.A,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '190.14.37.116'],IPv4-Addr,server3.brandprotectionip.com,server3.brandprotectionip.com,,
23.94.139.99,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,United States,RackNerd LLC,HostPapa,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.94.139.99'],IPv4-Addr,23-94-139-99-host.colocrossing.com,23-94-139-99-host.colocrossing.com,,
43.156.94.188,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.156.94.188'],IPv4-Addr,,,,
212.53.153.104,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Germany,E-OBLAKA d.o.o. IP Network,Artfiles New Media GmbH,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '212.53.153.104'],IPv4-Addr,104.153.53.212.reverse.server4all.de,104.153.53.212.reverse.server4all.de,,
185.117.72.249,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Netherlands,HostSailor NL Services,Host Sailor Ltd,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.117.72.249'],IPv4-Addr,185-117-72-249.hostsailor.com,185-117-72-249.hostsailor.com,,
103.176.145.162,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Viet Nam,VNSHOP ECOMMERCE LTD,Digilife Vietnam Digital Services Company Limited,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.176.145.162'],IPv4-Addr,,,,
94.23.84.20,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,France,OVH Hispano,OVH SAS,2025-02-03,2025-02-04,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '94.23.84.20'],IPv4-Addr,ip20.ip-94-23-84.eu,ip20.ip-94-23-84.eu,,
