ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
77.199.95.201,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,102,France,Societe Francaise Du Radiotelephone - SFR SA,Societe Francaise Du Radiotelephone - SFR SA,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '77.199.95.201'],IPv4-Addr,201.95.199.77.rev.sfr.net,201.95.199.77.rev.sfr.net,,
88.234.121.250,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,Turkey,Turk Telekomunikasyon Anonim Sirketi,Turk Telekomunikasyon Anonim Sirketi,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '88.234.121.250'],IPv4-Addr,88.234.121.250.dynamic.ttnet.com.tr,88.234.121.250.dynamic.ttnet.com.tr,,
37.8.238.50,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4444,Poland,VECTRA S.A.,VECTRA S.A.,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '37.8.238.50'],IPv4-Addr,037008238050.gubin.vectranet.pl,037008238050.gubin.vectranet.pl,,
103.68.251.141,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,Viet Nam,POWERNET COMPANY LIMITED,POWERNET COMPANY LIMITED,2025-01-17,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.68.251.141'],IPv4-Addr,network.powernet.vn,network.powernet.vn,,
140.82.20.165,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,United States,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '140.82.20.165'],IPv4-Addr,140.82.20.165.vultrusercontent.com,140.82.20.165.vultrusercontent.com,,
89.95.64.132,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,France,Bouygues Telecom SA,Bouygues Telecom SA,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '89.95.64.132'],IPv4-Addr,89-95-64-132.abo.bbox.fr,89-95-64-132.abo.bbox.fr,,
158.58.207.165,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,Bulgaria,Bulsatcom EAD,Vivacom Bulgaria EAD,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '158.58.207.165'],IPv4-Addr,158-58-207-165.dbr.ddns.bulsat.com,158-58-207-165.dbr.ddns.bulsat.com,,
213.238.180.13,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,Turkey,Poyraz Hosting,YUNUS EMRE ATILGAN trading as POYRAZ HOSTING,2025-01-27,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '213.238.180.13'],IPv4-Addr,whm.3ndizayn.tr,whm.3ndizayn.tr,,
69.41.3.163,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,United States,Daystarr Communications,Daystarr Communications,2025-01-24,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '69.41.3.163'],IPv4-Addr,dyn3-163.clx.michonline.net,dyn3-163.clx.michonline.net,,
31.202.43.10,product:'DarkComet Trojan',DarkComet Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,1604,Ukraine,"Maxnet LLC, Kharkiv","MAXNET TELECOM, LTD",2025-01-22,2025-01-28,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '31.202.43.10'],IPv4-Addr,31-202-43-10-kh.maxnet.ua,31-202-43-10-kh.maxnet.ua,,
