ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
39.107.85.83,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '39.107.85.83'],IPv4-Addr,,,,
14.128.37.56,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,Hong Kong,CTG Server Ltd.,CTG Server Limited,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '14.128.37.56'],IPv4-Addr,,,,
8.135.237.16,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,2222,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.135.237.16'],IPv4-Addr,,,,
47.98.134.252,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.98.134.252'],IPv4-Addr,resource-shanghai6.oss-cn-shanghai.aliyuncs.com,resource-shanghai6.oss-cn-shanghai.aliyuncs.com,,
42.240.133.45,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,8800,China,Shanghai UCloud Information Technology Company Limited,CHINANET Guangdong province network,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '42.240.133.45'],IPv4-Addr,0190m.shop,0190m.shop,,
121.43.110.28,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '121.43.110.28'],IPv4-Addr,,,,
20.124.90.24,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,United States,Microsoft Corporation,Microsoft Corporation,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '20.124.90.24'],IPv4-Addr,,,,
8.138.27.20,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.138.27.20'],IPv4-Addr,,,,
111.173.118.193,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,China,CHINANET HUBEI PROVINCE NETWORK,China Telecom,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '111.173.118.193'],IPv4-Addr,,,,
43.163.116.82,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,Singapore,ACEVILLE PTE.LTD.,"Tencent Building, Kejizhongyi Avenue",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.163.116.82'],IPv4-Addr,,,,
8.156.64.248,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,7777,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.156.64.248'],IPv4-Addr,,,,
8.152.6.86,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.152.6.86'],IPv4-Addr,,,,
58.87.94.238,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '58.87.94.238'],IPv4-Addr,,,,
8.130.132.210,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,7777,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.130.132.210'],IPv4-Addr,,,,
121.40.112.176,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,8087,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '121.40.112.176'],IPv4-Addr,,,,
154.44.28.49,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,NetLab,NetLab Global,2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '154.44.28.49'],IPv4-Addr,,,,
112.74.184.37,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",IOA,Lab,Monty,,,9999,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-24,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '112.74.184.37'],IPv4-Addr,,,,
