ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
43.134.58.195,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.134.58.195'],IPv4-Addr,,,,
124.156.193.181,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,Singapore,Asia Pacific Network Information Centre,"Tencent Building, Kejizhongyi Avenue",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '124.156.193.181'],IPv4-Addr,,,,
83.229.122.83,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,L-L-IX,LUCIDACLOUD LIMITED,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '83.229.122.83'],IPv4-Addr,,,,
185.125.50.87,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,H2.NEXUS Frankfurt Network,H2NEXUS LTD,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.125.50.87'],IPv4-Addr,,,,
101.43.42.134,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '101.43.42.134'],IPv4-Addr,,,,
43.153.222.28,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.153.222.28'],IPv4-Addr,,,,
35.196.251.29,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Google LLC,Google LLC,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '35.196.251.29'],IPv4-Addr,29.251.196.35.bc.googleusercontent.com,,,
47.120.60.201,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.120.60.201'],IPv4-Addr,,,,
101.35.228.105,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '101.35.228.105'],IPv4-Addr,,,,
8.136.249.24,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.136.249.24'],IPv4-Addr,,,,
192.3.0.100,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,HostPapa,HostPapa,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '192.3.0.100'],IPv4-Addr,192-3-0-100-host.colocrossing.com,,,
166.88.141.40,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,Evoxt (HK),Evoxt Enterprise,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '166.88.141.40'],IPv4-Addr,,,,
44.193.202.139,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Amazon Data Services NoVa,"Amazon.com, Inc.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '44.193.202.139'],IPv4-Addr,ec2-44-193-202-139.compute-1.amazonaws.com,,,
67.205.131.83,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '67.205.131.83'],IPv4-Addr,,,,
45.55.107.51,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.55.107.51'],IPv4-Addr,,,,
39.98.48.153,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,6443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '39.98.48.153'],IPv4-Addr,,,,
20.74.209.192,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4443,United Arab Emirates,Microsoft Corporation,Microsoft Corporation,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '20.74.209.192'],IPv4-Addr,,,,
112.125.88.176,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '112.125.88.176'],IPv4-Addr,,,,
120.24.38.217,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '120.24.38.217'],IPv4-Addr,,,,
101.201.247.232,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '101.201.247.232'],IPv4-Addr,,,,
8.137.114.210,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.137.114.210'],IPv4-Addr,,,,
82.156.108.180,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '82.156.108.180'],IPv4-Addr,,,,
169.239.129.45,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,South Africa,"Zappie Host - Johannesburg, South Africa",Zappie Host LLC,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '169.239.129.45'],IPv4-Addr,169-239-129-45.rdns.zappie.host,,,
112.124.71.123,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '112.124.71.123'],IPv4-Addr,,,,
14.128.37.56,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,Hong Kong,CTG Server Ltd.,CTG Server Limited,2025-02-20,2025-02-20,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '14.128.37.56'],IPv4-Addr,,,,
