ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
99.226.116.102,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Canada,Rogers Cable Inc. YM,Rogers Communications Canada Inc.,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '99.226.116.102'],IPv4-Addr,pool-99-226-116-102.cpe.net.cable.rogers.com,pool-99-226-116-102.cpe.net.cable.rogers.com,,
205.234.156.138,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3780,United States,Hosteons Pte. Ltd.,Hosteons Pte. Ltd.,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '205.234.156.138'],IPv4-Addr,,,,
205.234.156.139,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3780,United States,Hosteons Pte. Ltd.,Hosteons Pte. Ltd.,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '205.234.156.139'],IPv4-Addr,,,,
195.90.209.113,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,1blu business 195.90.208.0/22,EVANZO e-commerce GmbH,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '195.90.209.113'],IPv4-Addr,v77371.1blu.de,v77371.1blu.de,,
108.181.157.69,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Psychz Networks,Psychz Networks,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '108.181.157.69'],IPv4-Addr,,,,
45.144.138.65,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.144.138.65'],IPv4-Addr,,,,
139.0.15.189,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Indonesia,"PT. First Media,Tbk",Linknet ASN,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '139.0.15.189'],IPv4-Addr,ln-static-139-0-15-189.link.net.id,ln-static-139-0-15-189.link.net.id,,
221.214.111.106,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,China,JINAN jiayu Net Bar,CHINA UNICOM China169 Backbone,2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '221.214.111.106'],IPv4-Addr,,,,
3.127.190.89,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,A100 ROW GmbH,"Amazon.com, Inc.",2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '3.127.190.89'],IPv4-Addr,ec2-3-127-190-89.eu-central-1.compute.amazonaws.com,ec2-3-127-190-89.eu-central-1.compute.amazonaws.com,,
54.213.75.53,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"Amazon.com, Inc.","Amazon.com, Inc.",2025-02-01,2025-02-02,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '54.213.75.53'],IPv4-Addr,ec2-54-213-75-53.us-west-2.compute.amazonaws.com,ec2-54-213-75-53.us-west-2.compute.amazonaws.com,,
